id,diary,text,date,dateTop,notDated,julian_calendar,person
105075,402,"<p>Сегодня приходил Сандрик. Он сказал, что собирается делать свой театр. Без буфетов. Предложил мне быть его завлитом. Сначала сказал, что из меня выйдет или гений, или дворник. А потом предложил повторить как у Гоги с мамой. Я буду писать стихи и работать у него завлитом. Театр для театра. Ничего лишнего. Чёрный занавес. Ставить Шекспира. Я спросила его: ты в меня веришь? Он сказал: как ни странно — да. Сегодня великий день. Я в Сандрика верю. Буду думать о театре.</p>",1963-02-03,0000-00-00,0,0,394
105076,402,"<p>Он тогда говорил, что у нас странные отношения, когда он меня вдруг вспоминает, у него на душе становится липко. Он надеется, что всё придёт в норму. Вчера он заболел и не мог прийти. Маме я сказала про театр. Я — идиотка, и что страшнее — болтушка. А он мне верит.  </p><p>
Я тоже вспомнила сейчас наши отношения, и как-то жутко стало. Сандро сказал, что мы курим одни и те же сигареты и я всегда их курю неправильно. И это стало ужасным символом. Я их всегда курю или так, что половина сигареты мокрая, или один раз, когда он меня провожал домой, табак вылетел из сигареты.  </p><p>
Сейчас напишу — просто интересно, когда мы с ним сталкивались.  </p><p>
В первый раз, когда мне было лет семь. Мы играли в войну. И они с Никой взяли меня в плен и лупили бумажными палками. Второй раз, когда мне было лет 12, на дне рождения у Г. я чего-то болтала, была в нейлоновом белом платье и вся красная.  </p><p>
Третий раз на моём дне рождения. Потом в Комарове (мы были в ссоре), когда я его спросила про шаткий путь разврата. И другой раз, когда я каталась на велосипеде под дождём.  </p><p>
Потом, когда я последний раз была у них дома. Мы немного выпили, курили и болтали. И он меня спросил: вышла бы я за него замуж? Я сказала: не знаю. И ещё он читал свои стихи и рассказ.  </p><p>
Предпоследний раз в филармонии. Когда он меня как мешок всовывал в автобус.  </p><p>
Самое хорошее в этой истории то, что я в него не влюбилась.</p>",1963-02-06,0000-00-00,0,0,394
105077,402,"<p>Вчера был вечер Юрского. Я всё видела, кроме «Обыкновенного чуда» и «Цезаря». Билетов не было, мама пошла за кулисы, а я встала у белой колонны в двух метрах у сцены. На меня сначала шикали, потом привыкли. Но актёры меня все узнавали. Серёжа первый раз читал «Цезаря». Он вышел в чёрном плаще и говорил что-то страшное и красивое. Потом он взглянул прямо на меня и громко и надменно говорил в лицо мне что-то про Кассия. Я отвечала зрачками и побелевшим лицом. Слава богу, я в него уже не влюблена. Я сейчас ни в кого не влюблена. Междуцарствие. Не пишется.  </p><p>
Да, ещё Лавров увидел меня и сказал (когда стоял за кулисой): «Одного зрителя я уже узнал». А мама (идиотка) сказала: «Она стоит в чёрном у белой колонны и воображает себя Ахматовой». И они смеялись.  </p><p>
Сегодня придёт Сандро, принесёт стихи и рассказы.  </p><p>
Из кружка уйду.</p>",1963-02-06,0000-00-00,0,0,394
105078,402,"<p>Умерла тётя Оля. Всю жизнь она была и вдруг нет.  </p><p>
Я плакала ужасно. Я смотрела «Столь долгое отсутствие» и тоже плакала, вдруг приходит Берта и говорит: «Тётя Оля умерла».  </p><p>
Мне страшно стало. Когда умер дядя Нёма, я только тогда поняла, что такое смерть, а сейчас ещё глубже. Берту жалко, но она уже спокойнее. Завтра похороны, но я не пойду. Страшно как! Была добрая, подстригала меня, и вот лежит сейчас где-то холодная. Дядя Рома искал могилу, нашёл и себе заодно место купил. И это страшно. Она очень хотела жить.</p>",1963-02-09,0000-00-00,0,0,394
105079,402,"<p>Прочитала Эренбурга «Люди, годы, жизнь». Грудинину я поняла, кажется. Она в основе своей добрый человек. Но уже не поэт. Я знаю, у неё бывают тяжелые минуты. О газетных стихах — она не понимает, что когда действительно любят, не кричат. В любви к родине тоже целомудрие не мешает. И забываешь, что это такое — родина, за криками забываешь. И ещё она создаёт себе ощущение, что она в центре жизни, что кружок этот «сливки».  </p><p>
Атомная бомба может упасть в любую минуту. Надо передумать всё основное. Чтобы не сомневаться ни в чём, когда она упадёт. А может, сомневаться честнее?  </p><p>
Развиваю логику и ораторские способности. Сижу перед зеркалом и читаю себе доклады «О Греции», «Женщины в поэзии», «Происхождение религии», «Боги — как щит и копьё».  </p><p>
Резкие смены настроения. Лгу самой себе (в малых, правда, дозах).  </p><p>
Сегодня хоронят тётю Олю.  </p><p>
У меня был и сейчас длится период молчания.</p>",1963-02-12,0000-00-00,0,0,394
105080,402,"<p>Сегодня в классе все читали современные стихи. Я прочла «Я так молилась» Ахматовой. Читала, а под конец чуть не заплакала. Меня выбрали второй, первый был Рябинин (на юмор бил).  </p><p>
Стихи не очень пишутся, но уже лучше, чем в январе.  </p><p>
Нахамила Ю. А. Она дала мне книжек, расчищала место в моём кармане, а я ей вдруг ляпнула: «Там нет ничего интересного». Правда, это месть за кое-что. Но всё же зря. У неё сейчас плохое настроение.  </p><p>
Саша Прокофьев жил у неё пять лет.</p>",1963-02-20,0000-00-00,0,0,394
105081,402,"<p>Первый день весны. Сегодня по телевизору выступали Гурвич, Фридман, Лена Игнатова.  </p><p>
Наверно, в следующий понедельник 11 марта буду выступать в Союзе. Вместе с кружком. Вчера у нас в кружке был Гитович. Когда я шла во Дворец, передо мной всё время шёл человек в синих брюках и разодранном коричневом пальто. Странная походка. Потом оказалось, что это и есть Гитович. Ему понравились мои стихи, особенно «Серебряник». Сказал, если бы не плохие рифмы, разнёс бы их по всему Ленинграду. Читал стихи Коля Тиль. Странное впечатление. Мне очень понравились стихи Виктора Кривулина, ему мои, кажется, тоже.</p>",1963-03-01,0000-00-00,0,0,394
105082,402,"<p>Сегодня была у Глеба Сергеевича Семёнова. Ну сначала он сказал, что я человек одарённый и сама это знаю. И если буду писать дальше не хуже, то научусь по-настоящему. Ну потом он говорил по строчкам.  </p><p>
Сказал, что надо идти сначала от земной детали, а потом куда угодно. Ему больше всего понравилось «Можно сделать слова» и «Я смеялась».  </p><p>
Он сказал, что мне надо расширить темы.  </p><p>
Потом пришла Лена Кумпан. Она прочла мои стихи. Он её спросил — ну что? Она сказала: пиши стихи.  </p><p>
Ну, в общем, он меня обо всём спрашивал. Сказал, что в объединение он меня возьмёт, если мне будет не скучно. Сказал, чтоб я написала два-три и пришла к нему и мы обо всём с ним поговорим. Ещё сказал, что мне будет не хватать ремесла. И что нужно тянуть школу. Потом, уже прощаясь, спросил, кто мои любимые поэты. Я назвала самых разных: Пастернака, Цветаеву, Ахматову, Ахмадулину и ещё кого-то. Он сказал, что ещё не всё потеряно. Я спросила: а разве что-нибудь уже было потеряно. Потом он спросил, всегда ли я мрачная. Я сказала, что не всегда.  </p><p>
Ещё он сказал, что со сверстниками я вряд ли дружу, не тот интеллект.  </p><p>
Ну вообще у меня очень тёплое чувство. А потом он очень сильно пожал мне руку и спросил: а вы придёте? Я сказала: конечно, приду.  </p><p>
Приду-то я приду, но вот не пишется. Дни стали длинные монументальные, как слоны.</p>",1963-03-05,0000-00-00,0,0,394
105083,402,"<p>Пятого вечером я была на Алёшкином дне рождения. Я вела себя не слишком. Когда пришёл Сандрик, я стала мрачной. Он мог подумать, что я в него влюбилась или что обиделась на то, что он ко мне не пришёл. Уж со мной-то он может быть правдивым. Захотел — пришёл, не захотел — не пришёл. А мне плевать, ну неправда. У меня сейчас такое состояние, что я могу влюбиться в кого угодно.  </p><p>
Завтра буду читать стихи в Союзе писателей. Ни капли не боюсь. Буду читать.  </p><p>
Да, я тогда (идиотка) сказала Сандро, что написала про него стихотворение. Ему было неприятно.  </p><p>
Прочитала пьесу О'Нила «Луна для пасынков судьбы».  </p><p>
Это лучшее, что я читала в жизни. Интересно, как я завтра выступлю. Грудинина не разрешает мне читать «Я смеялась».</p>",1963-03-10,0000-00-00,0,0,394
105084,402,"<p>Мы тогда не выступали. Перенесли на апрель.  </p><p>
Сегодня я второй раз была у Глеба Сергеевича, он сказал, чтобы я пришла к нему в объединение в Пятилетку в пятницу, в восемь. Если понравится — останусь, не понравится — уйду. Он сказал, что помимо секции я могу к нему всегда прийти со стихами или без них.  </p><p>
Стихи «Море», «Дьявол» ему понравились, он сказал, что нужно и в стихах и в жизни помнить, что ты поэт. Да, он ещё сказал, что пока ему в моих стихах больше всего нравится интонация. Как нашёптывание, набарматывание, заклинание, как у ранней Цветаевой.  </p><p>
Ещё он сказал, что нужно ритм, который слышишь сам, пытаться расположить так, чтобы читатель услышал то, что ты слышишь, и чтоб это было мелодично.  </p><p>
Ремесло.  </p><p>
1. Идти от того, что видела, от точной детали, а там куда угодно.  </p><p>
2. Делать ритм.  </p><p>
3. Спираль. Нашёптывание.  </p><p>
4. Мешать жанры.  </p><p>
Отношения у нас стали хуже, но так всегда бывает.  </p><p>
Он сказал, что мне нужны друзья. И что он мне даст стихи Кати Квитковской, и если мне понравится, то я ей напишу.  </p><p>
Ещё он сказал, что мне будет трудно лет в 17. И что в его жизни это был самый тяжёлый период.  </p><p>
Вообще я стала спокойней. Это ужасно. Но мне всё труднее сходиться с людьми. Мне становится легче говорить стихами, чем прозой. Написала «мне показалось, я на корабле, который завтра отплывает в море».</p>",1963-03-20,0000-00-00,0,0,394
105085,402,"<p>Сегодня была в объединении. Опоздала минут на 20. Я пошла в библиотеку и стала спрашивать. Никто не знал, где объединение. Какая-то тётка сказала: справок не даём, тем более бесплатно. В конце концов я нашла объединение.  </p><p>
Я вошла боком, отодвигая стулья. Глеб Сергеевич сказал: «Это Лена Шварц. Я её пригласил. Она будет у нас в объединении, если ей не будет скучно, просто потому что она намного младше вас».  </p><p>
Я сидела, подняв чёрный воротник, и изредка на всех посматривала. Все были взрослые. У одного парня стихи хорошие, под Пастернака (Феоктистов).  </p><p>
Потом дошли до меня. Глеб не хотел, чтоб я читала, но ребята настояли. Я кинула книжку на стол, пододвинула стул. Перед тем, как читать, посмотрела на Глеба. Он не ожидал, что я на него посмотрю. У него было очень доброе лицо, и вообще ему стало немного страшно. Он очень хороший. Все эти ребята его жутко уважают, он на всех покрикивает. Ко мне он пока относится очень хорошо. Когда я прочитала, один парень сказал: «Здорово», но, может, мне послышалось.  </p><p>
От смущения я была развязной.</p>",1963-03-22,0000-00-00,0,0,394
105086,402,"<p>Четыре дня была в Вильнюсе. Тёмный грустный город. Запах ладана в соборе Петра и Павла. Холод и духота. Коричневая башня Гедиминаса, красно-белые клетки пола костёла св. Анны. Глинтвейн. Подружилась с одной девочкой. Лиза. Она необыкновенная. Когда-то она болела эпилепсией. Нервная и грубая. Дикая. Красивая. Хорошо смеётся. Я почему-то к ней сразу прониклась.  </p><p>
Из Вильнюса летела на самолёте. Странные ощущения. Сон и запах резины. Земля голубожёлтая, поднимающаяся над самолётом.  </p><p>
Стихи давно не писала. Завтра пойду к Глебу Сергеевичу. Кажется, ему эта авантюра со мной опротивела. Там видно будет, в общем. Стараюсь не унывать.  </p><p>
Самое ужасное, что не получаются стихи и что завтра надо в школу.  </p><p>
Пытаюсь писать стихи. О гетто особенно. Остальное легко. Но чего я стою, если не могу написать об этом. Ношу в подкорке. Пока несколько строчек, конец: я выйду на улицы с жёлтой звездой, мне пришьют её руки убитых. Это стихотворение о том, что причастность к этому и есть борьба.  </p><p>
Да, мои стихи есть у каких-то молодых художников. У них были гости, и они читали мои стихи. Штук 7–8. Там был Коростылёв и ещё кто-то, и рассказали маме.  </p><p>
Господи, как мне гадко и тоскливо.  </p><p>
Самолёт, между прочим, помогает понять относительность человеческих понятий и ценностей. А слава ничего не значит. Как-то завтра Глеб? Для меня сейчас это главное.</p>",1963-04-02,0000-00-00,0,0,394
105087,402,"<p>Вчера была во Дворце. Читала стихи. Они очень понравились одному молодому поэту В. Кривулину. Его стихи я считаю чуть ли не гениальными. Может быть, пойду с ним как-нибудь в Кафе поэтов. У него дома собираются молодые, принципиально не печатающиеся поэты. Меня он тоже приглашает. Он друг Бродского. Стихи у него чистые и грустные. Мишка Гурвич вообще выбрал путь лёгкий. Сегодня пойду в объединение.  </p><p>
Позавчера вечером меня вдруг прорвало, и я написала много стихов. Кажется, есть хорошие.</p>",1963-04-05,0000-00-00,0,0,394
105088,402,"<p>Сегодня была в Кафе поэтов. Читала стихи. Все почему-то приходили в дикий восторг. Где-то в Ленинграде есть подпольное издательство. Издаются книги молодых поэтов. Мне предложили сделать свою книгу. Предложил Гриша Ковалёв, меня он назвал гениальной.  </p><p>
Наконец-то у меня, кажется, есть друзья. Первый, конечно, Витя. Он переписал мне несколько стихов. Потом я познакомилась с Серёжей и Женей — очень хорошие ребята и поэты тоже. Кажется, я с ними подружусь. Стихи мои им понравились, мне их тоже. Да, у меня сейчас книжка Лены Кумпан, тоже подпольная.  </p><p>
Да, там в кафе выступали Бродский и Бобышев. Моё любимое Витино стихотворение «Памяти Мандельштама».</p>",1963-04-06,0000-00-00,0,0,394
105089,402,"<p>У меня 24 апреля — праздник. В этот день Блок написал «Незнакомку». Недавно я была с Витей и Женей Феоктистовым у дома Блока на Пряжке. Были сумерки. Он жил во дворе, прошли под аркой — он проходил. Парадная — петербургская, лампочка на шнуре висит. Огромное двойное дерево прямо перед окнами. Живут там сейчас какие-то буржуа.  </p><p>
Сегодня ждала Лену Игнатову, купила вино. Она почему-то не пришла. Второй раз праздную этот день.  </p><p>
Я подружилась с Витей и Женей. Мы с ними два раза гуляли по городу. Первый раз не было занятий у Семёнова, мы пошли по Пряжке, зашли в синагогу, было душно, вечер, мы вышли на площадь Труда. Я позвонила Юлии Александровне, и мы пошли к ней. Витька читал стихи. Ю. А. очень они понравились. Витьке она дала какие-то книжки о Тютчеве и Ницше. Женька молчал всё время. Ребятам Ю. А. тоже очень понравилась. В субботу мы пойдём к ней опять. Я вела себя не слишком.  </p><p>
Второй раз мы гуляли по ЦПКиО, в кафе поэтов ничего интересного не было, мы сели на 46-й, слезли у Каменного острова и прошли через сад к Савушкиной. Ребята очень хорошие и умные. Может быть, подружусь.  </p><p>
Витя читал стихи Жени Пазухина. Очень здорово и очень близко мне. Я Пазухину тоже свои стихи читала, он сказал — мне стыдно того, что я написал, после этих стихов.  </p><p>
Сейчас ничего не пишу. Звонила Люсе. Корогодский чуть не умер, прикоснулся к сильному току, если бы он умер, я бы себя убила.</p>",1963-04-24,0000-00-00,0,0,394
105090,402,"<p>Вчера мы читали в Союзе. Больше всех хвалили меня и Гурвича. Ругали Тиля. Он читал свои самые плохие стихи. Меня ругал один подонок — Круглов. Вадим Халупович ему потом здорово ответил. Вадим сказал: «Не знаю, от кого вы говорите — от себя или от какой-нибудь организации. Я знаю, что нельзя приклеивать политические ярлыки четырнадцатилетним ребятам, таким как Лена Шварц». Потом Вадим сказал, что самые яркие стихи у меня и у Гурвича. Когда меня ругал Круглов, Мишка сделал мне рукой знак: не волнуйся, спокойно, и я засмеялась. Хорошо говорил Глеб Сергеевич, особенно здорово он подавал реплики. Феоктистов сказал, что ему понравился трилистник Лен, а больше всех «чёрный лепесток».  </p><p>
Сегодня с ребятами иду к Ю. А.</p>",1963-04-26,0000-00-00,0,0,394
105091,402,"<p>В Семёновском объединении моего обсуждения не было, потому что пришёл какой-то стукач из партбюро и просил написать стихи о работниках торговли. Потом заставил всех читать стихи. Все ему читали идейные плохие стихи. Он сказал: я хочу от вас слышать больше пафосных стихов и конкретных. Глеб не выдержал: то есть конкретных и абстрактно-пафосных? — а тот говорит: абстрактное — это сейчас модно. Ему стали объяснять, он всё равно ничего не понял. Я гоготала как помешанная.  </p><p>
Потом Лена Кумпан мне написала записку, чтоб я ей звонила. Я ей сказала, что мне жутко нравятся её стихи. Она читала поэму «Моя погода». Потрясающе. Потом, когда уходили, мне стало жутко тоскливо, это было последнее занятие в этом году. Глеб мне сказал: приходи ко мне со стихами. И оттого, что мне этого жутко хотелось, я сказала: у меня, наверно, стихов не будет, наверно, я не приду. А он сказал: если не будет, не приходи. Потом я подошла и попрощалась, он сказал: если будут стихи, всё-таки приходи, и без стихов приходи.  </p><p>
Вчера мы с Витей и Женей Феоктистовым и Пазухиным были у Ю. А. У меня было жуткое настроение, хамила Вите. Женька Пазухин всюду вносит атмосферу страшного беспокойства. Я вчера мучилась и не могла уснуть. Я вообще сейчас попала в атмосферу больных самолюбий и безнадёжности.  </p><p>
Беспокойно и больно внутри. По-прежнему пишу плохие стихи. Главное — писать.</p>",1963-04-30,0000-00-00,0,0,394
105092,402,"<p>Сегодня мы были в гостях у Гали Гампер. Глеб Сергеевич читал свои стихи. Я плакала. Это потрясающие стихи. Потом я сказала Феоктистову, что Глеба Сергеевича я люблю. А теперь у меня это прошло. Женька написал и посвятил мне стихи. Я сейчас писать не могу. Глеб Сергеевич хорошо со мной разговаривал, неужели я второй раз так идиотски безнадёжно влюбилась.</p>",1963-05-03,0000-00-00,0,0,394
105093,402,"<p>Четвёртого у меня был Пазухин. Вёл себя абсолютным кретином. Я его здорово высмеяла (я была в ударе).  </p><p>
Сегодня у меня были Витя и оба Жени. Сначала было ничего, а потом всё пошлее и пошлее, я их выгнала. У меня болела голова.</p>",1963-05-06,0000-00-00,0,0,394
105094,402,"<p>Читала сегодня стихи в школе, где Витька ведёт кружок. Там был один умный парень Додик Раскин, он сказал, что это — «настоящая поэзия».  </p><p>
Сегодня, наверное, приехал Глеб Сергеевич. У меня сегодня получилось стихотворение. Было очень хорошее настроение, потом позвонил Вовка и рассказал, какие Колька Тиль говорил гадости про меня и мои стихи. Колька мне завидует, что меня взяли в объединение, а его — нет. Врёт, что его напечатают в следующей «Звезде».  </p><p>
Я позвонила Ю. А., стихи ей очень понравились. Я ей сказала, что меня, наверное, долго не будут печатать. А она сказала: хотите пари, что через года два-три всё напечатают. На бутылку шампанского и килограмм конфет.  </p><p>
Настроение получше. Слава Богу, что у меня вышло стихотворение.</p>",1963-05-11,0000-00-00,0,0,394
105095,402,"<p>Сегодня была у Глеба. Показала новые стихи, кажется, ему понравились. А мне они осточертели. Он говорил о простоте стиха. Потом ещё он сказал, что ребята ко мне хорошо относятся. Скоро день рождения. Уже пятнадцать.</p>",1963-05-15,0000-00-00,0,0,394
105096,402,"<p>Получила два письма от Феоктистова. Он пишет, что я самый хороший человек на свете. Как люди ошибаются друг в друге. Господи, что он во мне видит. Он говорит, что я не бог и не человек, а выше.</p>",1963-05-21,0000-00-00,0,0,394
105097,402,"<p>Кончился май — «мой» месяц.  </p><p>
К экзаменам по математике не допустили. Вчера мне позвонила Наташа Горбаневская. Она сказала, что случайно прочла у Никольской мои стихи и хочет со мной поговорить. Я её пригласила к себе. Минут через двадцать она придёт. Про Наташу мне рассказывал Витя Кривулин, что она очень известная московская поэтесса, и многими она котируется (не моё слово) выше Ахмадулиной.</p>",1963-06-01,0000-00-00,0,0,394
105098,402,"<p>Я больна. Уже около месяца состояние апатии. Болит голова. Мысли горячие, несвязные и разбросанные. Ничто не трогает. Какая-то странная болезнь уже три лета подряд. Ничего не пишется, забыла, как это. Сегодня была с Наташей на Мойке (у Пушкина) и в Петропавловской крепости. Мы забрались на Зотов бастион. Трава, камни, прямо рядом собор, а дальше впереди прямо над травой, растёт из неё Адмиралтейство и Зимний. Наташа читала Бродского «Рождественский романс», «ночной кораблик негасимый». Он — великий поэт, по-настоящему. Было больно слушать эти строки и смотреть на кораблик, плавающий над городом.  </p><p>
Я больна. Должно быть, скоро умру. В Петропавловке, в соборе видели гробницы царей. Стало страшно. До костей. Бежать некуда. У мамы (она говорит так) болит почка. Год назад я, сильно на неё разозлившись, ударила её. Она целый год мучает меня, говоря всё время об этом. Пристаёт ко мне с экзаменами, говорит, что я бездарность. А мне это сейчас, когда у меня всё плохо, ни к чему. Ю. А. в меня верит. Спасибо ей.</p>",1963-06-07,0000-00-00,0,0,394
105099,402,"<p>Провожала Наташу. Познакомилась со Славянским. Мы с ним ждали кого-то на лестнице. Было полутемно и от сигарет душно. Он, кажется, очень хороший парень.  </p><p>
Я вышла из состояния полумёртвости, и теперь я вроде бы ничего.  </p><p>
Мама поехала в Москву (просить разрешения на Брехта) и повезла мои стихи.  </p><p>
Беньяш очень нравятся мои стихи. Она сказала, что они очень своеобразные и талантливые. Когда я уходила, она поцеловала меня в волосы и сказала: главное, пиши, Лена.  </p><p>
Экзамены сдала. Устный на пять, письменный на три. Юлии Александровне очень плохо, ума не приложу, как ей помочь.</p>",1963-06-12,0000-00-00,0,0,394
105100,402,"<p>Сейчас уже утро. Восьмой час. Всю ночь (первый раз в жизни) писала статью о М. И. Цветаевой. Мучаюсь, получилось или нет. Обидно, если нет. Выпила ночью два кофейника чёрного как смерть кофе. Жду 8 часов, чтобы можно было позвонить Ю. А. или Маше. В 12 придёт Пазухин. Ему прочту. Плохо себя чувствую. Слабый человек я.  </p><p>
Додик Раскин сказал про меня, что я буду через 10 лет единственным настоящим русским поэтом. Он очень умный, я таких и не видела, но он преувеличивает, наверно.</p>",1963-06-14,0000-00-00,0,0,394
105101,402,"<p>У меня два раза был Слава Славинский. Первый раз всё было очень хорошо. Я была в совершенно диком состоянии. Мне показалось вдруг, что он дьявол, я спросила, нет ли у него копыт. Он снял ботинок, копыт у него не было. Мы поговорили. Он сказал, что я могу сказать ему всё, потому что он может сказать всё. Второй раз всё было хуже. Он показался мне человеком, который думает, что знает, сколько в человеке лошадиных сил.  </p><p>
Я пишу очень плохие стихи. Почти не пишу. Забыла, как это делается.  </p><p>
Меня сейчас по форме не устраивают почти никакие стихи. Кроме некоторых стихов Мандельштама, Цветаевой, Бродского и, пожалуй, Пастернака.  </p><p>
Я не буду писать месяц-два. Может быть, нечто созреет внутри меня независимо от сознания. Попробую.  </p><p>
Если у меня не будет до весны стихов — зарежусь. Даже если будет проза. Ю. А. очень хвалила мою прозу.  </p><p>
Раньше мне очень нравилась статья Вознесенского «Люблю Лорку». Теперь поняла, что написать то, что он написал, — ничего не написать.  </p><p>
Что-то ужасно захотелось написать о Наташе Горбаневской.  </p><p>
Она, когда вошла, смутилась. Я тоже. Она стала говорить. Говорила медленно. «Вы моя надежда. Славинский сказал, что вот есть стихи 15-летней девочки, такие, что дай Бог двадцатилетней. Я прочла только потому, что мне было интересно, что вообще может написать 15-летняя девочка. Я в стихах этих увидела что-то такое настоящее, что безразлично становится, сколько вам лет». У неё был взгляд не в человека, в себя. От этого, когда она сквозь стекла очков смотрела на тебя, становилось больно.  </p><p>
Не знаю отчего, оттого, наверно, что разные мы люди, я закрылась на все створки. И молчала всё время. Часто было не о чем говорить. Хорошо говорили только раз. Был вечер, очень сизый. Я сказала ей: в меня влюбился парень. Взрослый. Я его не люблю. Что мне делать? Она сказала: советов давать не могу, потому что в меня никто не влюблялся. Она рассказала мне (благодарна ей за это) о своей последней несправедливой и неразделённой влюблённости. Ленинград она, москвичка, лучше меня знает. Показала мне в Петропавловке бастион. Не думала, что привязана к ней. Злилась только один раз. Теперь вот скучаю. Поеду в Москву, зайду к ней.</p>",1963-06-21,0000-00-00,0,0,394
105102,402,"<p>Почему я не умею плакать?  </p><p>
Я одинока. Страшно. Всем плевать на меня. Написала «Цыгане». Не нравится. Хрущёв обругал Некрасова.</p>",1963-06-29,1963-06-30,0,0,394
105103,402,"<p>У Витьки был день рождения. Я читала стихи. Женя Клячкин и Борис Безменов провожали меня, потом зашли домой. Женя играл на гитаре.  </p><p>
Приехала Розочка с Андреем и Витей. На меня напялили платье, в котором я выгляжу как волк, съевший бабушку.</p>",1963-07-14,0000-00-00,0,0,394
105104,402,"<p>Приехал Феоктистов. Своими телефонными разговорами он довёл меня до белого каления. Он какой-то странный приехал. Не хочет никого видеть. Вчера ночевал у Ю. А. Сегодня у Витьки.  </p><p>
На даче было хорошо. Я тоже не хочу никого видеть, т. е. понимаю, как это было бы хорошо, но не могу.  </p><p>
Хожу на кинофестиваль. Может быть, попаду на «Леопард» и «Восемь с половиной» Феллини.  </p><p>
Почему я всегда чувствую внутри иначе, чем говорю или пишу в дневнике.  </p><p>
Уехать бы к морю. Жить в маленькой тесной комнатке и месяц никого не видеть. Никому не писать, ни с кем не разговаривать.</p>",1963-07-24,0000-00-00,0,0,394
105105,402,"<p>Вчера у меня были Феоктистов, Витя, Борис. Было очень плохо. Борис обиделся и ушёл. Я читала стихи, свои и цветаевские, одно Горбаневской.  </p><p>
Я говорила про взгляд и про мысли. Что мысли тогда были бы по-настоящему выстраданными, если бы мышление причиняло боль.  </p><p>
Потом я говорила гадости.  </p><p>
Борис мне сказал, что я хорошо читаю стихи, как Бродский в чём-то. Потому что уже не слышишь слов, только ярчайшие, слышишь то, что за словами.  </p><p>
Зря я помирилась со Славинским, в одиночестве есть благородство. Приехала Горбаневская. Ахматова говорила, что ей было бы интересно поговорить со мной.</p>",1963-07-25,0000-00-00,0,0,394
105106,402,"<p>Я жила на даче. Ночью я каталась на лодке. Плавала по рекам, под деревьями и в лунном свете. Один раз меня прямо всю ошпарило радостью, о том сколько впереди.  </p><p>
В субботу с Зоей Залевской пойду в поход.</p>",1963-08-01,0000-00-00,0,0,394
105107,402,"<p>С походом получилось всё неважно, в смысле — с Зоей, зато — костёр и палатка.  </p><p>
Второго была у Глеба Сергеевича. У меня, по-моему, был небольшой солнечный удар, и я была не в себе. Я при нём всегда была зажата, а теперь разжалась, он спросил, нет ли во мне цыганской крови. Я хамила (Феоктистову), курила. Г. С. спросил — знаешь, что было с Томом Сойером, когда он накурился? Спросил, почему я не звонила. Дал мне статью Цветаевой «Пленный дух».  </p><p>
Я написала хорошие стихи, и вообще у меня сейчас предчувствие счастья. Такое ощущение жизни, что и беда — радость, в беду мне как в шторм, в волны. Я сегодня ехала в электричке — навстречу людям, стихам. И все будущие люди меня встречали, не на вокзале, всё равно я летела навстречу им.</p>",1963-08-09,0000-00-00,0,0,394
